selected_generators,num_search_qubits,dimension,seed,train_sample_count,backend,shots,measurement_policy,max_candidates_per_shotbatch,oracle_mode,learner,refit_policy,training_contains_hidden_optimum,initial_matches_hidden_optimum,found_hidden_exact_optimum,success_within_1_percent,success_within_3_percent,success_within_5_percent,random_exact_success_probability,random_success_within_3_percent_probability,algorithmic_ed_lp_calls,search_verification_calls,hidden_reference_ed_lp_calls,circuit_executions,total_shots,verified_candidates,max_qubits,max_transpiled_depth,learner_fallback,train_pairwise_order_accuracy,train_best_rank,train_best_bitstring,train_best_true_cost,num_pairs,num_pairwise_violations,pairwise_hinge_loss,surrogate_piece_count,surrogate_max_weight,surrogate_total_weight,refit_count,observed_sample_count,observed_indices,status,error_type,error
"[0, 5]",4,16,0,4,qasm,2000,shot_batch,3,learned,mismatch,none,False,False,True,True,True,True,0.75,0.75,16,12,16,13,26000,39,18,345,,0.6666666666666666,1,1101,30948.208892,6,2,3.0,2,3,7,0,4,"[5, 8, 9, 11]",ok,,
"[0, 5]",4,16,0,4,qasm,2000,shot_batch,3,learned,mismatch,accepted,False,False,True,True,True,True,0.625,0.625,14,10,16,13,26000,39,18,69,,0.6666666666666666,1,1101,30948.208892,6,2,3.0,2,3,7,1,5,"[3, 5, 8, 9, 11]",ok,,
"[0, 5]",4,16,0,4,qasm,2000,shot_batch,3,learned,pairwise_ranking,none,False,False,True,True,True,True,0.75,0.75,16,12,16,13,26000,39,22,337,,0.6666666666666666,1,1101,30948.208892,6,2,4.0,2,3,10,0,4,"[5, 8, 9, 11]",ok,,
"[0, 5]",4,16,0,4,qasm,2000,shot_batch,3,learned,pairwise_ranking,accepted,False,False,True,True,True,True,0.75,0.75,16,12,16,13,26000,39,22,336,,0.6666666666666666,1,1101,30948.208892,6,2,4.0,2,3,10,1,5,"[3, 5, 8, 9, 11]",ok,,
"[0, 5]",4,16,0,4,qasm,2000,shot_batch,3,learned,rank_hinge,none,False,False,True,True,True,True,0.6875,0.6875,15,11,16,13,26000,39,11,41,,0.8333333333333334,1,1101,30948.208892,6,1,1.0,2,2,3,0,4,"[5, 8, 9, 11]",ok,,
"[0, 5]",4,16,0,4,qasm,2000,shot_batch,3,learned,rank_hinge,accepted,False,False,True,True,True,True,0.6875,0.6875,15,11,16,13,26000,39,18,345,,0.8333333333333334,1,1101,30948.208892,6,1,1.0,2,2,3,1,5,"[3, 5, 8, 9, 11]",ok,,
"[0, 5]",4,16,1,4,qasm,2000,shot_batch,3,learned,mismatch,none,False,False,True,True,True,True,0.6875,0.6875,15,11,16,14,28000,42,14,120,,0.5,1,1110,30853.5596684,6,3,3.0,2,1,4,0,4,"[6, 7, 11, 15]",ok,,
"[0, 5]",4,16,1,4,qasm,2000,shot_batch,3,learned,mismatch,accepted,False,False,True,True,True,True,0.6875,0.6875,15,11,16,14,28000,42,18,90,,0.5,1,1110,30853.5596684,6,3,3.0,2,1,4,2,6,"[0, 3, 6, 7, 11, 15]",ok,,
"[0, 5]",4,16,1,4,qasm,2000,shot_batch,3,learned,pairwise_ranking,none,False,False,True,True,True,True,0.625,0.625,14,10,16,14,28000,42,18,496,,0.5,1,1110,30853.5596684,6,3,3.0,2,2,7,0,4,"[6, 7, 11, 15]",ok,,
"[0, 5]",4,16,1,4,qasm,2000,shot_batch,3,learned,pairwise_ranking,accepted,False,False,True,True,True,True,0.6875,0.6875,15,11,16,14,28000,42,22,522,,0.5,1,1110,30853.5596684,6,3,3.0,2,2,7,2,6,"[0, 3, 6, 7, 11, 15]",ok,,
"[0, 5]",4,16,1,4,qasm,2000,shot_batch,3,learned,rank_hinge,none,False,False,True,True,True,True,0.75,0.75,16,12,16,14,28000,42,8,50,,0.5,1,1110,30853.5596684,6,3,3.0,2,1,2,0,4,"[6, 7, 11, 15]",ok,,
"[0, 5]",4,16,1,4,qasm,2000,shot_batch,3,learned,rank_hinge,accepted,False,False,True,True,True,True,0.3125,0.3125,9,5,16,2,4000,6,11,2,,0.5,1,1110,30853.5596684,6,3,3.0,2,1,2,2,6,"[0, 3, 6, 7, 11, 15]",ok,,
"[0, 5]",4,16,2,4,qasm,2000,shot_batch,3,learned,mismatch,none,False,False,True,True,True,True,0.625,0.625,14,10,16,13,26000,39,18,336,,0.8333333333333334,1,1000,27956.61606872647,6,1,1.0,2,2,6,0,4,"[1, 4, 5, 11]",ok,,
"[0, 5]",4,16,2,4,qasm,2000,shot_batch,3,learned,mismatch,accepted,False,False,True,True,True,True,0.625,0.625,14,10,16,13,26000,39,18,336,,0.8333333333333334,1,1000,27956.61606872647,6,1,1.0,2,2,6,1,5,"[1, 3, 4, 5, 11]",ok,,
"[0, 5]",4,16,2,4,qasm,2000,shot_batch,3,learned,pairwise_ranking,none,False,False,True,True,True,True,0.6875,0.6875,15,11,16,13,26000,39,22,337,,0.8333333333333334,1,1000,27956.61606872647,6,1,2.0,2,3,10,0,4,"[1, 4, 5, 11]",ok,,
"[0, 5]",4,16,2,4,qasm,2000,shot_batch,3,learned,pairwise_ranking,accepted,False,False,True,True,True,True,0.6875,0.6875,15,11,16,13,26000,39,25,664,,0.8333333333333334,1,1000,27956.61606872647,6,1,2.0,2,3,10,1,5,"[1, 3, 4, 5, 11]",ok,,
"[0, 5]",4,16,2,4,qasm,2000,shot_batch,3,learned,rank_hinge,none,False,False,True,True,True,True,0.625,0.625,14,10,16,13,26000,39,11,57,,1.0,1,1000,27956.61606872647,6,0,0.0,2,2,4,0,4,"[1, 4, 5, 11]",ok,,
"[0, 5]",4,16,2,4,qasm,2000,shot_batch,3,learned,rank_hinge,accepted,False,False,True,True,True,True,0.625,0.625,14,10,16,13,26000,39,18,349,,1.0,1,1000,27956.61606872647,6,0,0.0,2,2,4,1,5,"[1, 3, 4, 5, 11]",ok,,
"[0, 5]",4,16,3,4,qasm,2000,shot_batch,3,learned,mismatch,none,False,False,True,True,True,True,0.75,0.75,16,12,16,17,34000,51,18,336,,1.0,1,1000,27956.61606872647,6,0,0.0,2,2,7,0,4,"[1, 2, 4, 10]",ok,,
"[0, 5]",4,16,3,4,qasm,2000,shot_batch,3,learned,mismatch,accepted,False,False,True,True,True,True,0.75,0.75,16,12,16,17,34000,51,18,336,,1.0,1,1000,27956.61606872647,6,0,0.0,2,2,7,3,5,"[1, 2, 3, 4, 10]",ok,,
"[0, 5]",4,16,3,4,qasm,2000,shot_batch,3,learned,pairwise_ranking,none,False,False,True,True,True,True,0.75,0.75,16,12,16,17,34000,51,18,349,,0.8333333333333334,1,1000,27956.61606872647,6,1,1.0,2,3,9,0,4,"[1, 2, 4, 10]",ok,,
"[0, 5]",4,16,3,4,qasm,2000,shot_batch,3,learned,pairwise_ranking,accepted,False,False,True,True,True,True,0.75,0.75,16,12,16,17,34000,51,25,664,,0.8333333333333334,1,1000,27956.61606872647,6,1,1.0,2,3,9,3,5,"[1, 2, 3, 4, 10]",ok,,
"[0, 5]",4,16,3,4,qasm,2000,shot_batch,3,learned,rank_hinge,none,False,False,True,True,True,True,0.6875,0.6875,15,11,16,17,34000,51,15,497,,1.0,1,1000,27956.61606872647,6,0,0.0,2,2,4,0,4,"[1, 2, 4, 10]",ok,,
"[0, 5]",4,16,3,4,qasm,2000,shot_batch,3,learned,rank_hinge,accepted,False,False,True,True,True,True,0.75,0.75,16,12,16,17,34000,51,15,492,,1.0,1,1000,27956.61606872647,6,0,0.0,2,2,4,3,5,"[1, 2, 3, 4, 10]",ok,,
"[0, 5]",4,16,4,4,qasm,2000,shot_batch,3,learned,mismatch,none,False,False,True,True,True,True,0.5625,0.5625,13,9,16,16,32000,48,14,87,,1.0,1,1001,33519.4152604,6,0,0.0,2,2,6,0,4,"[8, 9, 13, 14]",ok,,
"[0, 5]",4,16,4,4,qasm,2000,shot_batch,3,learned,mismatch,accepted,False,False,True,True,True,True,0.6875,0.6875,15,11,16,16,32000,48,18,522,,1.0,1,1001,33519.4152604,6,0,0.0,2,2,6,1,5,"[3, 8, 9, 13, 14]",ok,,
"[0, 5]",4,16,4,4,qasm,2000,shot_batch,3,learned,pairwise_ranking,none,False,False,True,True,True,True,0.5625,0.5625,13,9,16,16,32000,48,22,493,,1.0,1,1001,33519.4152604,6,0,0.0,2,3,9,0,4,"[8, 9, 13, 14]",ok,,
"[0, 5]",4,16,4,4,qasm,2000,shot_batch,3,learned,pairwise_ranking,accepted,False,False,True,True,True,True,0.6875,0.6875,15,11,16,16,32000,48,22,516,,1.0,1,1001,33519.4152604,6,0,0.0,2,3,9,1,5,"[3, 8, 9, 13, 14]",ok,,
"[0, 5]",4,16,4,4,qasm,2000,shot_batch,3,learned,rank_hinge,none,False,False,True,True,True,True,0.6875,0.6875,15,11,16,22,44000,66,11,84,,1.0,1,1001,33519.4152604,6,0,0.0,2,2,3,0,4,"[8, 9, 13, 14]",ok,,
"[0, 5]",4,16,4,4,qasm,2000,shot_batch,3,learned,rank_hinge,accepted,False,False,True,True,True,True,0.6875,0.6875,15,11,16,22,44000,66,15,344,,1.0,1,1001,33519.4152604,6,0,0.0,2,2,3,1,5,"[3, 8, 9, 13, 14]",ok,,
"[0, 5]",4,16,0,8,qasm,2000,shot_batch,3,learned,mismatch,none,False,False,True,True,True,True,0.375,0.375,14,6,16,13,26000,39,14,57,,0.75,1,1000,27956.61606872647,28,7,7.0,2,2,6,0,8,"[0, 1, 2, 4, 6, 7, 10, 15]",ok,,
"[0, 5]",4,16,0,8,qasm,2000,shot_batch,3,learned,mismatch,accepted,False,False,True,True,True,True,0.375,0.375,14,6,16,13,26000,39,14,61,,0.75,1,1000,27956.61606872647,28,7,7.0,2,2,6,1,9,"[0, 1, 2, 3, 4, 6, 7, 10, 15]",ok,,
"[0, 5]",4,16,0,8,qasm,2000,shot_batch,3,learned,pairwise_ranking,none,False,False,True,True,True,True,0.5,0.5,16,8,16,13,26000,39,22,341,,0.8571428571428571,1,1000,27956.61606872647,28,4,6.0,2,4,11,0,8,"[0, 1, 2, 4, 6, 7, 10, 15]",ok,,
"[0, 5]",4,16,0,8,qasm,2000,shot_batch,3,learned,pairwise_ranking,accepted,False,False,True,True,True,True,0.5,0.5,16,8,16,13,26000,39,22,340,,0.8571428571428571,1,1000,27956.61606872647,28,4,6.0,2,4,11,1,9,"[0, 1, 2, 3, 4, 6, 7, 10, 15]",ok,,
"[0, 5]",4,16,0,8,qasm,2000,shot_batch,3,learned,rank_hinge,none,False,False,True,True,True,True,0.4375,0.4375,15,7,16,13,26000,39,18,490,,0.8571428571428571,1,1000,27956.61606872647,28,4,4.0,2,2,7,0,8,"[0, 1, 2, 4, 6, 7, 10, 15]",ok,,
"[0, 5]",4,16,0,8,qasm,2000,shot_batch,3,learned,rank_hinge,accepted,False,False,True,True,True,True,0.5,0.5,16,8,16,13,26000,39,18,369,,0.8571428571428571,1,1000,27956.61606872647,28,4,4.0,2,2,7,1,9,"[0, 1, 2, 3, 4, 6, 7, 10, 15]",ok,,
"[0, 5]",4,16,1,8,qasm,2000,shot_batch,3,learned,mismatch,none,False,False,True,True,True,True,0.5,0.5,16,8,16,14,28000,42,14,84,,0.6428571428571429,1,1000,27956.61606872647,28,10,13.0,2,2,6,0,8,"[0, 1, 4, 5, 8, 11, 12, 15]",ok,,
"[0, 5]",4,16,1,8,qasm,2000,shot_batch,3,learned,mismatch,accepted,False,False,True,True,True,True,0.5,0.5,16,8,16,14,28000,42,14,90,,0.6428571428571429,1,1000,27956.61606872647,28,10,13.0,2,2,6,2,9,"[0, 1, 3, 4, 5, 8, 11, 12, 15]",ok,,
"[0, 5]",4,16,1,8,qasm,2000,shot_batch,3,learned,pairwise_ranking,none,False,False,True,True,True,True,0.375,0.375,14,6,16,14,28000,42,22,502,,0.6428571428571429,1,1000,27956.61606872647,28,10,16.0,2,4,12,0,8,"[0, 1, 4, 5, 8, 11, 12, 15]",ok,,
"[0, 5]",4,16,1,8,qasm,2000,shot_batch,3,learned,pairwise_ranking,accepted,False,False,True,True,True,True,0.4375,0.4375,15,7,16,14,28000,42,25,1002,,0.6428571428571429,1,1000,27956.61606872647,28,10,16.0,2,4,12,2,9,"[0, 1, 3, 4, 5, 8, 11, 12, 15]",ok,,
"[0, 5]",4,16,1,8,qasm,2000,shot_batch,3,learned,rank_hinge,none,False,False,True,True,True,True,0.25,0.25,12,4,16,2,4000,6,25,2,,0.8571428571428571,1,1000,27956.61606872647,28,4,7.0,2,4,13,0,8,"[0, 1, 4, 5, 8, 11, 12, 15]",ok,,
"[0, 5]",4,16,1,8,qasm,2000,shot_batch,3,learned,rank_hinge,accepted,False,False,True,True,True,True,0.4375,0.4375,15,7,16,14,28000,42,25,1626,,0.8571428571428571,1,1000,27956.61606872647,28,4,7.0,2,4,13,2,9,"[0, 1, 3, 4, 5, 8, 11, 12, 15]",ok,,
"[0, 5]",4,16,2,8,qasm,2000,shot_batch,3,learned,mismatch,none,False,False,True,True,True,True,0.4375,0.4375,15,7,16,13,26000,39,14,57,,0.7142857142857143,1,1000,27956.61606872647,28,8,9.0,2,2,6,0,8,"[1, 2, 4, 5, 7, 11, 14, 15]",ok,,
"[0, 5]",4,16,2,8,qasm,2000,shot_batch,3,learned,mismatch,accepted,False,False,True,True,True,True,0.4375,0.4375,15,7,16,13,26000,39,14,61,,0.7142857142857143,1,1000,27956.61606872647,28,8,9.0,2,2,6,1,9,"[1, 2, 3, 4, 5, 7, 11, 14, 15]",ok,,
"[0, 5]",4,16,2,8,qasm,2000,shot_batch,3,learned,pairwise_ranking,none,False,False,True,True,True,True,0.5,0.5,16,8,16,13,26000,39,22,336,,0.7142857142857143,1,1000,27956.61606872647,28,8,10.0,2,4,12,0,8,"[1, 2, 4, 5, 7, 11, 14, 15]",ok,,
"[0, 5]",4,16,2,8,qasm,2000,shot_batch,3,learned,pairwise_ranking,accepted,False,False,True,True,True,True,0.5,0.5,16,8,16,13,26000,39,25,669,,0.7142857142857143,1,1000,27956.61606872647,28,8,10.0,2,4,12,1,9,"[1, 2, 3, 4, 5, 7, 11, 14, 15]",ok,,
"[0, 5]",4,16,2,8,qasm,2000,shot_batch,3,learned,rank_hinge,none,False,False,True,True,True,True,0.5,0.5,16,8,16,13,26000,39,22,637,,0.8571428571428571,1,1000,27956.61606872647,28,4,5.0,2,3,9,0,8,"[1, 2, 4, 5, 7, 11, 14, 15]",ok,,
"[0, 5]",4,16,2,8,qasm,2000,shot_batch,3,learned,rank_hinge,accepted,False,False,True,True,True,True,0.4375,0.4375,15,7,16,13,26000,39,22,493,,0.8571428571428571,1,1000,27956.61606872647,28,4,5.0,2,3,9,1,9,"[1, 2, 3, 4, 5, 7, 11, 14, 15]",ok,,
"[0, 5]",4,16,3,8,qasm,2000,shot_batch,3,learned,mismatch,none,False,False,True,True,True,True,0.5,0.5,16,8,16,28,56000,84,14,84,,0.75,1,1000,27956.61606872647,28,7,9.0,2,2,6,0,8,"[0, 1, 2, 7, 9, 11, 12, 13]",ok,,
"[0, 5]",4,16,3,8,qasm,2000,shot_batch,3,learned,mismatch,accepted,False,False,True,True,True,True,0.5,0.5,16,8,16,28,56000,84,18,502,,0.75,1,1000,27956.61606872647,28,7,9.0,2,2,6,2,9,"[0, 1, 2, 3, 7, 9, 11, 12, 13]",ok,,
"[0, 5]",4,16,3,8,qasm,2000,shot_batch,3,learned,pairwise_ranking,none,False,False,False,False,False,False,0.375,0.375,14,6,16,12,24000,36,22,345,,0.75,1,1000,27956.61606872647,28,7,14.0,2,5,12,0,8,"[0, 1, 2, 7, 9, 11, 12, 13]",ok,,
"[0, 5]",4,16,3,8,qasm,2000,shot_batch,3,learned,pairwise_ranking,accepted,False,False,False,False,False,False,0.375,0.375,14,6,16,12,24000,36,22,345,,0.75,1,1000,27956.61606872647,28,7,14.0,2,5,12,0,8,"[0, 1, 2, 7, 9, 11, 12, 13]",ok,,
"[0, 5]",4,16,3,8,qasm,2000,shot_batch,3,learned,rank_hinge,none,False,False,True,True,True,True,0.4375,0.4375,15,7,16,22,44000,66,18,369,,0.8928571428571429,1,1000,27956.61606872647,28,3,3.0,2,3,7,0,8,"[0, 1, 2, 7, 9, 11, 12, 13]",ok,,
"[0, 5]",4,16,3,8,qasm,2000,shot_batch,3,learned,rank_hinge,accepted,False,False,True,True,True,True,0.4375,0.4375,15,7,16,22,44000,66,18,369,,0.8928571428571429,1,1000,27956.61606872647,28,3,3.0,2,3,7,2,9,"[0, 1, 2, 3, 7, 9, 11, 12, 13]",ok,,
"[0, 5]",4,16,4,8,qasm,2000,shot_batch,3,learned,mismatch,none,False,False,True,True,True,True,0.5,0.5,16,8,16,22,44000,66,14,84,,0.4642857142857143,1,1000,27956.61606872647,28,15,19.0,2,2,6,0,8,"[1, 6, 9, 10, 11, 12, 13, 14]",ok,,
"[0, 5]",4,16,4,8,qasm,2000,shot_batch,3,learned,mismatch,accepted,False,False,True,True,True,True,0.5,0.5,16,8,16,22,44000,66,18,502,,0.4642857142857143,1,1000,27956.61606872647,28,15,19.0,2,2,6,2,9,"[1, 3, 6, 9, 10, 11, 12, 13, 14]",ok,,
"[0, 5]",4,16,4,8,qasm,2000,shot_batch,3,learned,pairwise_ranking,none,False,False,True,True,True,True,0.5,0.5,16,8,16,15,30000,45,25,994,,0.6428571428571429,1,1000,27956.61606872647,28,10,20.0,2,4,13,0,8,"[1, 6, 9, 10, 11, 12, 13, 14]",ok,,
"[0, 5]",4,16,4,8,qasm,2000,shot_batch,3,learned,pairwise_ranking,accepted,False,False,True,True,True,True,0.5,0.5,16,8,16,15,30000,45,25,1002,,0.6428571428571429,1,1000,27956.61606872647,28,10,20.0,2,4,13,2,9,"[1, 3, 6, 9, 10, 11, 12, 13, 14]",ok,,
"[0, 5]",4,16,4,8,qasm,2000,shot_batch,3,learned,rank_hinge,none,False,False,True,True,True,True,0.5,0.5,16,8,16,23,46000,69,15,493,,0.8928571428571429,1,1000,27956.61606872647,28,3,3.0,2,2,5,0,8,"[1, 6, 9, 10, 11, 12, 13, 14]",ok,,
"[0, 5]",4,16,4,8,qasm,2000,shot_batch,3,learned,rank_hinge,accepted,False,False,True,True,True,True,0.5,0.5,16,8,16,23,46000,69,25,1093,,0.8928571428571429,1,1000,27956.61606872647,28,3,3.0,2,2,5,2,9,"[1, 3, 6, 9, 10, 11, 12, 13, 14]",ok,,
"[0, 5]",4,16,0,16,qasm,2000,shot_batch,3,learned,mismatch,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,4q configs use train_sample_count 4 or 8
"[0, 5]",4,16,0,16,qasm,2000,shot_batch,3,learned,mismatch,accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,4q configs use train_sample_count 4 or 8
"[0, 5]",4,16,0,16,qasm,2000,shot_batch,3,learned,pairwise_ranking,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,4q configs use train_sample_count 4 or 8
"[0, 5]",4,16,0,16,qasm,2000,shot_batch,3,learned,pairwise_ranking,accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,4q configs use train_sample_count 4 or 8
"[0, 5]",4,16,0,16,qasm,2000,shot_batch,3,learned,rank_hinge,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,4q configs use train_sample_count 4 or 8
"[0, 5]",4,16,0,16,qasm,2000,shot_batch,3,learned,rank_hinge,accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,4q configs use train_sample_count 4 or 8
"[0, 5]",4,16,1,16,qasm,2000,shot_batch,3,learned,mismatch,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,4q configs use train_sample_count 4 or 8
"[0, 5]",4,16,1,16,qasm,2000,shot_batch,3,learned,mismatch,accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,4q configs use train_sample_count 4 or 8
"[0, 5]",4,16,1,16,qasm,2000,shot_batch,3,learned,pairwise_ranking,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,4q configs use train_sample_count 4 or 8
"[0, 5]",4,16,1,16,qasm,2000,shot_batch,3,learned,pairwise_ranking,accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,4q configs use train_sample_count 4 or 8
"[0, 5]",4,16,1,16,qasm,2000,shot_batch,3,learned,rank_hinge,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,4q configs use train_sample_count 4 or 8
"[0, 5]",4,16,1,16,qasm,2000,shot_batch,3,learned,rank_hinge,accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,4q configs use train_sample_count 4 or 8
"[0, 5]",4,16,2,16,qasm,2000,shot_batch,3,learned,mismatch,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,4q configs use train_sample_count 4 or 8
"[0, 5]",4,16,2,16,qasm,2000,shot_batch,3,learned,mismatch,accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,4q configs use train_sample_count 4 or 8
"[0, 5]",4,16,2,16,qasm,2000,shot_batch,3,learned,pairwise_ranking,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,4q configs use train_sample_count 4 or 8
"[0, 5]",4,16,2,16,qasm,2000,shot_batch,3,learned,pairwise_ranking,accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,4q configs use train_sample_count 4 or 8
"[0, 5]",4,16,2,16,qasm,2000,shot_batch,3,learned,rank_hinge,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,4q configs use train_sample_count 4 or 8
"[0, 5]",4,16,2,16,qasm,2000,shot_batch,3,learned,rank_hinge,accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,4q configs use train_sample_count 4 or 8
"[0, 5]",4,16,3,16,qasm,2000,shot_batch,3,learned,mismatch,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,4q configs use train_sample_count 4 or 8
"[0, 5]",4,16,3,16,qasm,2000,shot_batch,3,learned,mismatch,accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,4q configs use train_sample_count 4 or 8
"[0, 5]",4,16,3,16,qasm,2000,shot_batch,3,learned,pairwise_ranking,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,4q configs use train_sample_count 4 or 8
"[0, 5]",4,16,3,16,qasm,2000,shot_batch,3,learned,pairwise_ranking,accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,4q configs use train_sample_count 4 or 8
"[0, 5]",4,16,3,16,qasm,2000,shot_batch,3,learned,rank_hinge,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,4q configs use train_sample_count 4 or 8
"[0, 5]",4,16,3,16,qasm,2000,shot_batch,3,learned,rank_hinge,accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,4q configs use train_sample_count 4 or 8
"[0, 5]",4,16,4,16,qasm,2000,shot_batch,3,learned,mismatch,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,4q configs use train_sample_count 4 or 8
"[0, 5]",4,16,4,16,qasm,2000,shot_batch,3,learned,mismatch,accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,4q configs use train_sample_count 4 or 8
"[0, 5]",4,16,4,16,qasm,2000,shot_batch,3,learned,pairwise_ranking,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,4q configs use train_sample_count 4 or 8
"[0, 5]",4,16,4,16,qasm,2000,shot_batch,3,learned,pairwise_ranking,accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,4q configs use train_sample_count 4 or 8
"[0, 5]",4,16,4,16,qasm,2000,shot_batch,3,learned,rank_hinge,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,4q configs use train_sample_count 4 or 8
"[0, 5]",4,16,4,16,qasm,2000,shot_batch,3,learned,rank_hinge,accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,4q configs use train_sample_count 4 or 8
"[2, 5]",4,16,0,4,qasm,2000,shot_batch,3,learned,mismatch,none,False,False,True,True,True,True,0.625,0.625,14,10,16,14,28000,42,18,499,,0.8333333333333334,1,0001,29392.73726635294,6,1,1.0,2,3,8,0,4,"[5, 8, 9, 11]",ok,,
